N do IS,Tipo de envio,Fecha y hora agendada,Fecha y hora de llegada,Volumenes declarados,Volumenes recibidos,Codigos ML en IS,Unidades en IS,Vendedor | Origen,Estado del IS,Atributo do IS
1164414,SPD,27/09/2020 23:00,-,9,0,73,170,LANESA1957,Creado,-
1165297,SPD,27/09/2020 23:00,-,1,0,4,22,DELTA-SHOES,Creado,-
1166466,SPD,27/09/2020 23:00,26/09/2020 13:21,9,9,7,255,GOYE861954,Cerrado,-
1169106,SPD,27/09/2020 23:00,-,1,0,8,53,IULIAMEDINA,Creado,-
1169161,SPD,27/09/2020 23:00,25/09/2020 23:09,4,4,1,200,LONKTECHMX1,Cerrado,-
1173870,SPD,27/09/2020 23:00,-,3,0,25,893,VNGUKSMX1,Creado,-
1178241,SPD,27/09/2020 23:00,-,2,0,2,15,MXLUCKYSTARS,Creado,-
1182726,SPD,27/09/2020 23:00,-,13,0,3,360,MXWORKPRO,Creado,-
1183132,SPD,27/09/2020 23:00,25/09/2020 23:09,2,2,1,200,UPLAYTECKMX1,Cerrado,-
1183140,SPD,27/09/2020 23:00,-,4,0,3,35,MXLUCKYSTARS,Creado,-
1183166,SPD,27/09/2020 23:00,-,12,0,3,330,EGOMALLMX1,Creado,-
1189106,SPD,27/09/2020 23:00,-,2,0,7,1075,ACCESSTRONICS,Creado,-
1190585,SPD,27/09/2020 23:00,-,2,0,5,34,CNRSON,Creado,-
1190617,SPD,27/09/2020 23:00,-,3,0,3,300,RISARMMX,Creado,-
1190666,SPD,27/09/2020 23:00,-,10,0,5,109,MXLUCKYSTARS,Creado,-
1190694,SPD,27/09/2020 23:00,-,6,0,2,60,MXLUCKYSTARS,Creado,-
1190755,SPD,27/09/2020 23:00,-,1,0,6,35,ARTESANIASHUIXCO,Creado,-
1192451,SPD,27/09/2020 23:00,-,1,0,9,107,WONDERFUL GEEK,Creado,-
1193049,SPD,27/09/2020 23:00,-,1,0,13,30,LAFRONTERADELJUGUETE,Creado,-
1193878,SPD,27/09/2020 23:00,26/09/2020 13:21,26,1,13,560,VENTASDEILUMINACIÓN,Cerrado,-
1194892,SPD,27/09/2020 23:00,-,2,0,40,800,TECNOCELLSTORE,Creado,-
1195084,SPD,27/09/2020 23:00,-,3,0,73,973,MICOSTURA_FÁCIL_CON_LUZ,Creado,-
1196195,SPD,27/09/2020 23:00,-,15,0,25,863,ENJOYTECHNOLOGYLIFEMX,Creado,-
1196270,SPD,27/09/2020 23:00,-,7,0,2,72,MXLUCKYSTARS,Creado,-
1196400,SPD,27/09/2020 23:00,-,18,0,3,403,WUDAOMX1,Creado,-
1196938,SPD,27/09/2020 23:00,26/09/2020 07:20,85,92,77,529,ACCESORIOS.PARA.TU.MASCOTA,En Problem Solver,-
1197885,SPD,27/09/2020 23:00,28/09/2020 10:41,3,3,159,2852,PANDARA MX,En Problem Solver,-
1198036,SPD,27/09/2020 23:00,26/09/2020 18:09,2,2,8,48,FACI-IND,Cerrado,-
1198185,SPD,27/09/2020 23:00,-,10,0,5,52,TODO__CHEAP,Creado,-
1198576,SPD,27/09/2020 23:00,28/09/2020 14:33,1,1,15,52,HYDRABOMBASYEQUIPOS,Cerrado,-
1198741,SPD,27/09/2020 23:00,-,7,0,25,98,MORAMOR MX,Creado,-
1199082,SPD,27/09/2020 23:00,-,1,0,36,290,RIO-ONLINE,Creado,-
1199125,SPD,27/09/2020 23:00,26/09/2020 13:44,1,1,9,236,GAMEKLINIK,Cerrado,-
1199560,SPD,27/09/2020 23:00,-,2,0,63,256,PEQUEMUNDO BB,Creado,cpg
1199700,SPD,27/09/2020 23:00,-,2,0,5,139,APLOF TATTOO,Creado,cpg
1199930,SPD,27/09/2020 23:00,-,1,0,20,115,BENTYZKA_RSR,Creado,-
1200080,SPD,27/09/2020 23:00,-,1,0,4,60,DESSEA,Creado,-
1200234,SPD,27/09/2020 23:00,26/09/2020 10:24,67,4,39,1781,MUYUNSOMX1,Cerrado,-
1200463,SPD,27/09/2020 23:00,-,1,0,21,127,URIBEYURIDIA,Creado,-
1200672,SPD,27/09/2020 23:00,-,1,0,18,74,ACURRÚCATE,Creado,-
1200957,SPD,27/09/2020 23:00,-,9,0,7,637,YWXLIGHTMX1,Creado,-
1200958,SPD,27/09/2020 23:00,-,3,0,76,1376,FLEXCOP,Creado,-
1201058,SPD,27/09/2020 23:00,-,1,0,1,309,GRHD55,Creado,-
1201224,SPD,27/09/2020 23:00,-,7,0,4,99,MXLUCKYSTARS,Creado,-
1201256,SPD,27/09/2020 23:00,26/09/2020 13:44,1,1,4,20,HITCUBO,Cerrado,-
1201389,SPD,27/09/2020 23:00,-,2,0,27,366,YUHUANGCHENGMX1,Creado,-
1201555,SPD,27/09/2020 23:00,-,2,0,25,525,KICKPOPMX1,Creado,-
1201557,SPD,27/09/2020 23:00,-,1,0,1,24,KTECHMX,Creado,-
1201564,SPD,27/09/2020 23:00,-,1,0,7,155,HOMEGARDENMX1,Creado,-
1201571,SPD,27/09/2020 23:00,-,9,0,34,387,WECHEESHOPMX,Creado,-
1201576,SPD,27/09/2020 23:00,-,13,0,4,409,QMYFGJMX1,Creado,-
1201580,SPD,27/09/2020 23:00,-,4,0,1,96,WLJDSMX1,Creado,-
1201583,SPD,27/09/2020 23:00,-,2,0,20,145,IAMHAOTIAN-KMX1,Creado,-
1201634,SPD,27/09/2020 23:00,-,2,0,3,358,NUOWEISHOPMX1,Creado,-
1201663,SPD,27/09/2020 23:00,-,4,0,6,580,SHANGQINSHOPMX1,Creado,-
1201993,SPD,27/09/2020 23:00,-,14,0,8,790,HENGMALLMX1,Creado,-
1203821,SPD,27/09/2020 23:00,28/09/2020 09:34,6,6,15,277,FULLSTOCKMX,Cerrado,-
1204121,SPD,27/09/2020 23:00,28/09/2020 15:02,1,1,71,210,NEXGADGET,Cerrado,-
1204362,SPD,27/09/2020 23:00,26/09/2020 18:09,15,3,15,39,IMPERMEXA,Cerrado,-
1204469,SPD,27/09/2020 23:00,28/09/2020 07:57,15,14,131,191,MANUFACTURERADEBOTASCUADRA,Cerrado,-
1205054,SPD,27/09/2020 23:00,-,1,0,11,106,KRISA MEX,Creado,-
1205387,SPD,27/09/2020 23:00,28/09/2020 20:30,1,1,55,476,ENKYSTORE,Cerrado,-
1205411,SPD,27/09/2020 23:00,-,1,0,1,10,MOYOYOS,Creado,-
1205436,SPD,27/09/2020 23:00,-,1,0,1,35,MOYOYOS,Creado,-
1205550,SPD,27/09/2020 23:00,28/09/2020 10:41,1,1,100,241,PATRYDELUXE,Cerrado,cpg
1205715,SPD,27/09/2020 23:00,-,1,0,124,255,DEPORTIVOSLARA.COM,Creado,-
1205995,SPD,27/09/2020 23:00,-,2,0,21,139,SUPERDIVERTI2 MX,Creado,-
1206080,SPD,27/09/2020 23:00,26/09/2020 13:44,1,1,2,46,BER628759,Cerrado,cpg
1206194,SPD,27/09/2020 23:00,-,6,0,9,850,CAIHUIMALLMX1,Creado,cpg
1206410,SPD,27/09/2020 23:00,-,5,0,19,265,ABSONICMX,Creado,-
1206468,SPD,27/09/2020 23:00,26/09/2020 13:44,1,1,18,171,KUCHAO,Cerrado,-
1206534,SPD,27/09/2020 23:00,-,11,0,41,691,MXLUCKYSTARS,Creado,-
1206641,SPD,27/09/2020 23:00,-,2,0,1,400,ANITA256CMX1,Creado,-
1206643,SPD,27/09/2020 23:00,-,8,0,2,500,WYAIYMX1,Creado,-
1206652,SPD,27/09/2020 23:00,-,9,0,6,415,NUOWEISHOPMX1,Creado,-
1206664,SPD,27/09/2020 23:00,-,2,0,9,45,BT-ML04MX1,Creado,-
1206674,SPD,27/09/2020 23:00,-,4,0,3,399,PECOMX,Creado,-
1206715,SPD,27/09/2020 23:00,-,2,0,27,653,NO.ONECENTERMX1,Creado,-
1206727,SPD,27/09/2020 23:00,-,2,0,2,150,NUOWEISHOPMX1,Creado,-
1206741,SPD,27/09/2020 23:00,-,1,0,5,115,SHANGQINSHOPMX1,Creado,-
1206744,SPD,27/09/2020 23:00,-,65,0,12,925,HUIONMX,Creado,-
1206755,SPD,27/09/2020 23:00,-,254,0,12,254,SEPHOMEMX,Creado,-
1206776,SPD,27/09/2020 23:00,-,2,0,6,215,HENGMALLMX1,Creado,-
1206797,SPD,27/09/2020 23:00,-,30,0,1,3000,MLTMX,Creado,-
1206807,SPD,27/09/2020 23:00,-,3,0,12,330,CUCCIMX,Creado,-
1206816,SPD,27/09/2020 23:00,-,4,0,2,200,JOKEOYMX,Creado,-
1206833,SPD,27/09/2020 23:00,-,6,0,2,600,WSGOODMX1,Creado,-
1206857,SPD,27/09/2020 23:00,-,2,0,3,250,WSGOODMX1,Creado,-
1206943,SPD,27/09/2020 23:00,-,2,0,3,150,PECOMX,Creado,-
1207058,SPD,27/09/2020 23:00,-,2,0,5,120,FUCAISHOPMX1,Creado,-
1207123,SPD,27/09/2020 23:00,-,2,0,12,44,SH-ML02MX1,Creado,-
1207127,SPD,27/09/2020 23:00,-,2,0,8,122,NASJACLLCMXMX1,Creado,-
1207606,SPD,27/09/2020 23:00,-,2,0,1,120,COMERAYMX,Creado,-
1207645,SPD,27/09/2020 23:00,-,2,0,1,62,HAIBAIMALLMX1,Creado,-
1207774,SPD,27/09/2020 23:00,-,6,0,2,155,LULEIMX1,Creado,-
1208170,SPD,27/09/2020 23:00,29/09/2020 07:40,1,1,4,129,EVOLUCIONPC MTY,En Recepción,-
1208240,SPD,27/09/2020 23:00,-,10,0,81,156,MUNDO NAIL,Creado,cpg
1208558,SPD,27/09/2020 23:00,-,2,0,14,267,COMESTIBLESMX,Creado,-
1208907,SPD,27/09/2020 23:00,-,1,0,1,14,MOYOYOS,Creado,-
1209398,SPD,27/09/2020 23:00,-,1,0,9,69,BELCRAFTS,Creado,-
1209420,SPD,27/09/2020 23:00,-,1,0,1,20,FIGOSHOPMEXICO,Creado,-
1209466,SPD,27/09/2020 23:00,-,1,0,16,152,TECNOKLASS,Creado,-
1209541,SPD,27/09/2020 23:00,-,2,0,25,133,TRIBUBEBE,Creado,-
1209635,SPD,27/09/2020 23:00,28/09/2020 10:41,1,1,5,30,MEXICA CLIMBING,Cerrado,-
1209897,SPD,27/09/2020 23:00,26/09/2020 11:29,576,19,7,13013,IPARKSADECVIPARKSADECV,En Problem Solver,-
1209916,SPD,27/09/2020 23:00,-,1,0,8,37,COLLEC STORE,Creado,-
1209979,SPD,27/09/2020 23:00,28/09/2020 09:05,2,2,2,2200,GRUPO_MAS,En Stage In,-
1210001,SPD,27/09/2020 23:00,-,1,0,40,62,WOSTORE1,Creado,-
1210091,SPD,27/09/2020 23:00,28/09/2020 15:02,1,1,1,30,VENTASEXPRESSMEX,En Problem Solver,-
1210304,SPD,27/09/2020 23:00,28/09/2020 15:02,1,1,13,55,VENTERNET,Cerrado,-
1210339,SPD,27/09/2020 23:00,28/09/2020 10:41,2,2,13,144,TIAN TECHNOLOGY,Cerrado,-
1210377,SPD,27/09/2020 23:00,25/09/2020 22:37,1,1,10,44,GIMPORTACIONESMX,Cerrado,-
1210424,SPD,27/09/2020 23:00,28/09/2020 20:30,1,1,8,262,UNIVERSO.EN.LINEA,Cerrado,cpg
1210529,SPD,27/09/2020 23:00,-,1,0,18,78,MOLDESYMANUALIDADESML,Creado,-
1210646,SPD,27/09/2020 23:00,-,1,0,14,102,AMELOZ,Creado,-
1210706,SPD,27/09/2020 23:00,-,1,0,1,45,PSA COMPUTOYPAPELERIA,Creado,-
1210802,SPD,27/09/2020 23:00,-,1,0,49,228,AMELOZ,Creado,cpg
1210827,SPD,27/09/2020 23:00,-,1,0,50,138,PETITEMIGNON,Creado,-
1210916,SPD,27/09/2020 23:00,26/09/2020 13:44,1,1,1,35,MAYFER JOYAS,Cerrado,-
1210919,SPD,27/09/2020 23:00,-,2,0,30,278,RAFAMORALESS,Creado,-
1210962,SPD,27/09/2020 23:00,28/09/2020 10:41,2,2,32,87,VIKE JEANS,Cerrado,-
1210967,SPD,27/09/2020 23:00,-,1,0,39,134,STANLIT,Creado,-
1210989,SPD,27/09/2020 23:00,-,1,0,12,105,FAJASHOP_MX,Creado,-
1211107,SPD,27/09/2020 23:00,28/09/2020 07:57,3,3,33,46,MANUFACTURERADEBOTASCUADRA,Cerrado,-
1211118,SPD,27/09/2020 23:00,-,2,0,24,263,TEKKNOSHOP,Creado,-
1211261,SPD,27/09/2020 23:00,-,12,0,13,290,TCHIPIEMX,Creado,-
1211299,SPD,27/09/2020 23:00,-,4,0,5,127,GKMALLMX1,Creado,-
1211303,SPD,27/09/2020 23:00,-,1,0,2,55,TIMEFMX1,Creado,-
1211325,SPD,27/09/2020 23:00,-,2,0,3,40,SH-ML07MX1,Creado,-
1211371,SPD,27/09/2020 23:00,28/09/2020 19:33,1,1,14,58,WWW.OFFICETEC.COM.MX,Cerrado,-
1211381,SPD,27/09/2020 23:00,-,11,0,5,80,LAUNCHOFFICIALSTOREMX1,Creado,-
1211399,SPD,27/09/2020 23:00,-,2,0,5,130,NSJMXLLCMX1,Creado,-
1211400,SPD,27/09/2020 23:00,-,7,0,1,350,MXWORKPRO,Creado,-
1211415,SPD,27/09/2020 23:00,-,3,0,1,50,BAOXMALLMX1,Creado,-
1211436,SPD,27/09/2020 23:00,-,1,0,1,50,SW-AHEADMX,Creado,-
1211454,SPD,27/09/2020 23:00,-,18,0,7,710,SW-AHEADMX,Creado,-
1211464,SPD,27/09/2020 23:00,-,1,0,6,26,BT-ML02MX1,Creado,-
1211472,SPD,27/09/2020 23:00,-,2,0,2,70,CHENMX,Creado,-
1211475,SPD,27/09/2020 23:00,-,1,0,2,60,IMPORTACIONES ACAPULCO,Creado,-
1211486,SPD,27/09/2020 23:00,-,2,0,8,24,BT-ML05MX1,Creado,-
1211496,SPD,27/09/2020 23:00,-,1,0,6,40,SH-ML13MX1,Creado,-
1211523,SPD,27/09/2020 23:00,-,3,0,17,612,CHIFEIMX,Creado,-
1211526,SPD,27/09/2020 23:00,-,2,0,11,65,SH-ML06MX1,Creado,-
1211559,SPD,27/09/2020 23:00,-,2,0,2,100,MANBAMX1,Creado,-
1211572,SPD,27/09/2020 23:00,-,3,0,7,263,QIANYIKEMX1,Creado,-
1211604,SPD,27/09/2020 23:00,-,5,0,8,315,KIKIMX1,Creado,-
1211628,SPD,27/09/2020 23:00,-,2,0,7,235,GUANGTAIMX1,Creado,-
1211667,SPD,27/09/2020 23:00,-,23,0,17,630,NHMLMX,Cancelado,-
1211677,SPD,27/09/2020 23:00,28/09/2020 10:41,6,4,22,108,SBKNYK,Cerrado,-
1211680,SPD,27/09/2020 23:00,-,3,0,3,150,BETEFLY-MXMX1,Creado,-
1211687,SPD,27/09/2020 23:00,-,2,0,11,31,BT-ML03MX1,Creado,-
1211702,SPD,27/09/2020 23:00,-,3,0,1,180,TATEEMX,Creado,-
1211717,SPD,27/09/2020 23:00,-,4,0,2,250,OIEWS-DIRECTMX1,Creado,-
1211738,SPD,27/09/2020 23:00,26/09/2020 13:44,1,1,4,37,HILARIOSANCHEZSANJUAN,Cerrado,-
1211744,SPD,27/09/2020 23:00,26/09/2020 09:59,48,46,26,1390,CHINAWHOLESALESMX1,Cerrado,-
1211749,SPD,27/09/2020 23:00,-,11,0,4,1300,ANNATOSANIMX,Creado,-
1211750,SPD,27/09/2020 23:00,-,1,0,2,19,JUGUETEVER,Creado,-
1211753,SPD,27/09/2020 23:00,-,14,0,18,588,OKASMX,Creado,-
1211757,SPD,27/09/2020 23:00,26/09/2020 09:59,1,1,1,35,MXSU5865801,Cerrado,-
1211761,SPD,27/09/2020 23:00,-,8,0,44,1790,CAIXIAOHONGMX2,Creado,-
1211764,SPD,27/09/2020 23:00,-,4,0,1,100,XINYUCHENMX1,Creado,-
1211765,SPD,27/09/2020 23:00,-,6,0,1,2000,PONYSHOPMX,Creado,-
1211768,SPD,27/09/2020 23:00,-,6,0,1,2000,TIENDAVIENTIANEMX,Creado,-
1211769,SPD,27/09/2020 23:00,26/09/2020 09:59,4,4,4,140,MXSU5865801,Cerrado,-
1211771,SPD,27/09/2020 23:00,-,2,0,16,140,HXTECH.MX1,Cancelado,-
1211772,SPD,27/09/2020 23:00,26/09/2020 09:59,3,3,1,30,MXSU5865801,Cerrado,-
1211775,SPD,27/09/2020 23:00,26/09/2020 09:59,1,1,1,20,MXSU5865801,Cerrado,-
1211776,SPD,27/09/2020 23:00,28/09/2020 20:30,1,1,2,22,PRODUCTOSDEZAC,En Put away,-
1211779,SPD,27/09/2020 23:00,-,1,0,4,35,IYAIYOMX1,Creado,-
1211782,SPD,27/09/2020 23:00,28/09/2020 10:41,2,2,50,191,MICHRAMIREZVENTAS,Cerrado,-
1211784,SPD,27/09/2020 23:00,-,2,0,17,140,HXTECH.MX1,Creado,-
1211788,SPD,27/09/2020 23:00,-,1,0,1,40,YOLOMEMX1,Creado,-
1211789,SPD,27/09/2020 23:00,-,1,0,9,156,IMAGNET,Creado,-
1211793,SPD,27/09/2020 23:00,28/09/2020 19:33,4,4,5,135,IMAGOEQUIPOSYSISTEMAS,Cerrado,-
1211796,SPD,27/09/2020 23:00,-,2,0,1,40,TRAVISMX1,Creado,-
1211802,SPD,27/09/2020 23:00,-,1,0,4,34,ALEJANDROALORV,Creado,-
1211816,SPD,27/09/2020 23:00,-,1,0,153,165,SBKNYK,Creado,-
1211818,SPD,27/09/2020 23:00,-,1,0,13,84,YR DISTRO,Creado,cpg
1211819,SPD,27/09/2020 23:00,-,1,0,9,334,USTIYAMX,Creado,-
1211831,SPD,27/09/2020 23:00,-,1,0,3,12,MINDEN MEXICO,Creado,-
1211843,SPD,27/09/2020 23:00,26/09/2020 09:59,1,1,2,38,SPICYSANDIAMX,Cerrado,-
1211844,SPD,27/09/2020 23:00,-,14,0,9,1025,LIUJINLIANGMX1,Creado,-
1211846,SPD,27/09/2020 23:00,-,4,0,3,220,LOJARIVERAMX1,Creado,-
1211849,SPD,27/09/2020 23:00,-,2,0,9,85,OUTDOORTACTICALMX,Creado,-
1211853,SPD,27/09/2020 23:00,-,1,0,4,53,LIGUIYANGMX1,Creado,-
1211862,SPD,27/09/2020 23:00,-,1,0,1,200,YOUPINMX,Creado,-
1211863,SPD,27/09/2020 23:00,-,2,0,5,91,S.LIBIDOOMX1,Creado,-
1211868,SPD,27/09/2020 23:00,-,2,0,11,207,MAYIDIGITALSTOREMX1,Creado,-
1211869,SPD,27/09/2020 23:00,-,2,0,2,120,LOMEESSMX1,Creado,-
1211872,SPD,27/09/2020 23:00,-,4,0,4,436,VISIONMX1,Creado,-
1211873,SPD,27/09/2020 23:00,-,4,0,1,20,ESTRELLAMX2,Creado,-
1211875,SPD,27/09/2020 23:00,-,5,0,1,500,BUENCANCUNMX,Creado,-
1211881,SPD,27/09/2020 23:00,-,3,0,3,300,MICARMX1,Creado,-
1211891,SPD,27/09/2020 23:00,-,11,0,1,500,HAYLOUFLAGSHIPSTOREMX,Cancelado,-
1211895,SPD,27/09/2020 23:00,-,10,0,1,240,BUENCANCUNMX,Creado,-
1211900,SPD,27/09/2020 23:00,-,5,0,1,30,MXMX3,Creado,-
1211906,SPD,27/09/2020 23:00,-,10,0,1,2000,MUZENSMX1,Creado,-
1211907,SPD,27/09/2020 23:00,-,4,0,9,750,YANAMX1,Creado,-
1211912,SPD,27/09/2020 23:00,-,20,0,2,900,MCSWKEYMX,Creado,-
1211913,SPD,27/09/2020 23:00,-,1,0,3,28,ZAZAMX,Creado,-
1211914,SPD,27/09/2020 23:00,-,5,0,9,152,BEAUTYSHOPMX2,Creado,-
1211915,SPD,27/09/2020 23:00,-,10,0,19,423,MXLUCKYSTARS,Creado,-
1211917,SPD,27/09/2020 23:00,-,1,0,1,100,MARAZULMX,Creado,-
1211919,SPD,27/09/2020 23:00,-,9,0,7,630,LITTLECUTEMX1,Creado,-
1211921,SPD,27/09/2020 23:00,-,2,0,1,50,YESOPMX,Creado,-
1211927,SPD,27/09/2020 23:00,-,7,0,17,441,VIO-CNMX1,Creado,-
1211929,SPD,27/09/2020 23:00,-,5,0,2,30,MXYUNDUO,Creado,-
1211932,SPD,27/09/2020 23:00,-,1,0,2,68,BJSTOREMX1,Creado,-
1211933,SPD,27/09/2020 23:00,26/09/2020 17:50,1,1,4,66,NYGAMELLOZ-MERCMX1,Cerrado,-
1211935,SPD,27/09/2020 23:00,-,3,0,3,140,ZHIGAOMX,Creado,-
1211938,SPD,27/09/2020 23:00,-,2,0,2,116,HOTSTOREMX,Creado,-
1211943,SPD,27/09/2020 23:00,-,79,0,30,4140,SLTECHMX,Creado,-
1211944,SPD,27/09/2020 23:00,-,3,0,3,150,SLTECHMX,Creado,-
1211947,SPD,27/09/2020 23:00,-,1,0,2,26,ALEJANDROPICHARRA,Creado,-
1211949,SPD,27/09/2020 23:00,-,46,0,3,4600,ANNATOSANIMX,Creado,-
1211951,SPD,27/09/2020 23:00,-,5,0,7,480,OKACCESSORIESMX,Creado,cpg
1211953,SPD,27/09/2020 23:00,-,10,0,15,1041,EASTWORLDMX,Creado,-
1211958,SPD,27/09/2020 23:00,-,1,0,4,140,CHENMX,Creado,-
1211967,SPD,27/09/2020 23:00,-,26,0,3,580,MELODYMX,Creado,-
1211969,SPD,27/09/2020 23:00,-,1,0,4,264,MONOMX4,Creado,-
1211971,SPD,27/09/2020 23:00,-,2,0,1,100,FOEQWEENMX,Creado,-
1211974,SPD,27/09/2020 23:00,-,2,0,9,384,YFDANCEMX1,Creado,-
1211975,SPD,27/09/2020 23:00,-,24,0,2,2500,HAYLOUFLAGSHIPSTOREMX,Creado,-
1211978,SPD,27/09/2020 23:00,-,2,0,4,121,UIISIIMX,Creado,-
1211979,SPD,27/09/2020 23:00,-,1,0,5,185,MAYIDIGITALSTOREMX1,Creado,-
1211980,SPD,27/09/2020 23:00,-,20,0,2,400,OPTSHALLMX,Cancelado,-
1211982,SPD,27/09/2020 23:00,-,15,0,1,1500,MCSWKEYMX,Creado,-
1211985,SPD,27/09/2020 23:00,-,228,0,16,228,SEPHOMEMX,Creado,-
1211986,SPD,27/09/2020 23:00,-,8,0,5,584,RAINBOWSTREETMX,Creado,-
1211988,SPD,27/09/2020 23:00,-,1,0,4,67,GSHOGARMX1,Creado,-
1211998,SPD,27/09/2020 23:00,-,6,0,61,915,VNGUKSMX1,Creado,-
1212001,SPD,27/09/2020 23:00,-,1,0,3,185,LIGUIYANGMX1,Creado,-
1212010,SPD,27/09/2020 23:00,28/09/2020 15:02,1,1,16,184,THEWORLDSHOP,Cerrado,-
1212014,SPD,27/09/2020 23:00,-,2,0,2,150,SEACIMX1,Creado,-
1212018,SPD,27/09/2020 23:00,-,30,0,2,600,OPTSHALLMX,Creado,-
1212020,SPD,27/09/2020 23:00,-,6,0,7,179,COCONUTMALLMX1,Creado,-
1212026,SPD,27/09/2020 23:00,-,4,0,2,110,YUEYIMALLMX1,Creado,-
1212027,SPD,27/09/2020 23:00,-,5,0,4,269,AUSEINMX,Creado,-
1212031,SPD,27/09/2020 23:00,-,1,0,1,10,KTECHMX,Creado,-
1212032,SPD,27/09/2020 23:00,28/09/2020 15:02,1,1,3,50,THEWORLDSHOP,Cerrado,-
1212033,SPD,27/09/2020 23:00,-,1,0,1,180,TATEEMX,Creado,-
1212034,SPD,27/09/2020 23:00,-,2,0,10,563,GALAXYSMX,Creado,-
1212042,SPD,27/09/2020 23:00,-,12,0,11,435,APEXACMEMX1,Creado,-
1212047,SPD,27/09/2020 23:00,-,1,0,12,230,PUPY.MXMX1,Creado,-
1212050,SPD,27/09/2020 23:00,-,1,0,1,200,KYLIESHOPMX,Creado,-
1212051,SPD,27/09/2020 23:00,-,36,0,1,3600,AVEDISTANTEMXMX,Creado,-
1212053,SPD,27/09/2020 23:00,-,30,0,4,256,YINGCHITRADEMX1,Creado,-
1212055,SPD,27/09/2020 23:00,-,9,0,17,1926,LUNINGMX1,Creado,-
1212056,SPD,27/09/2020 23:00,-,3,0,4,414,KAMYSENMXMX,Creado,-
1212062,SPD,27/09/2020 23:00,-,5,0,3,78,LUNINGMX1,Creado,-
1212069,SPD,27/09/2020 23:00,-,2,0,3,630,APEXACMEMX1,Creado,-
1212074,SPD,27/09/2020 23:00,-,1,0,1,90,VOVI.MXMX1,Creado,-
1212077,SPD,27/09/2020 23:00,-,1,0,14,140,PHILIPSSONICAREORIGINALMX1,Creado,cpg
1212078,SPD,27/09/2020 23:00,-,20,0,1,1000,MICARMX1,Creado,-
1212081,SPD,27/09/2020 23:00,-,1,0,9,217,TAPY.MXMX1,Creado,-
1212083,SPD,27/09/2020 23:00,-,4,0,2,400,FORONEDIRECTMX,Cancelado,-
1212087,SPD,27/09/2020 23:00,-,6,0,2,600,FORONEDIRECTMX,Creado,-
1212104,SPD,27/09/2020 23:00,-,4,0,6,382,SELLMOREMX1,Creado,-
1212119,SPD,27/09/2020 23:00,-,2,0,7,105,SATURNOMX2,Creado,-
1212120,SPD,27/09/2020 23:00,-,2,0,5,70,NAPLUMEMX1,Creado,cpg
1212122,SPD,27/09/2020 23:00,-,12,0,2,2340,SEVENSTYLESMX1,Creado,-
1212128,SPD,27/09/2020 23:00,-,3,0,38,275,METMEMX1,Creado,-
1212136,SPD,27/09/2020 23:00,-,2,0,17,108,YALUNTALUNMX1,Creado,-
1212138,SPD,27/09/2020 23:00,-,1,0,6,49,MXYUNDUO,Creado,cpg
1212139,SPD,27/09/2020 23:00,-,2,0,19,110,YALUNTALUNMX1,Creado,-
1212156,SPD,27/09/2020 23:00,-,3,0,37,229,MOSIYEEFMX1,Creado,-
1212161,SPD,27/09/2020 23:00,-,1,0,1,100,NEXWILLSMX,Creado,-
1212164,SPD,27/09/2020 23:00,-,6,0,13,1620,ITECHNOLOGYLIFEMX1,Creado,-
1212175,SPD,27/09/2020 23:00,-,3,0,45,407,METMEMX1,Creado,-
1212195,SPD,27/09/2020 23:00,-,2,0,16,512,DAMAILININGMX,Creado,-
1212199,SPD,27/09/2020 23:00,-,2,0,1,40,ITECHNOLOGYLIFEMX1,Creado,-
1212215,SPD,27/09/2020 23:00,-,2,0,20,97,RADTENGLEMX1,Creado,cpg
1212257,SPD,27/09/2020 23:00,-,1,0,1,235,S2KSHOPMX1,Creado,-
1212273,SPD,27/09/2020 23:00,-,21,0,265,2121,DETUOSI-MXMX,Creado,-
1212355,SPD,27/09/2020 23:00,-,1,0,2,111,ZHAOMIAOMX,Creado,-
1212364,SPD,27/09/2020 23:00,-,10,0,117,1021,DETUOSI-MXMX,Creado,-
1212417,SPD,27/09/2020 23:00,-,8,0,22,231,FENGYUANMAPLEMX1,Creado,-
1212463,SPD,27/09/2020 23:00,28/09/2020 10:41,1,1,4,150,MMAVI SERVICIOS,Cerrado,-
1212557,SPD,27/09/2020 23:00,-,4,0,10,270,KUNPAMX1,Creado,-
1212691,SPD,27/09/2020 23:00,-,1,0,1,12,VENDING2003,Creado,cpg
1212742,SPD,27/09/2020 23:00,-,2,0,7,25,ALLENMX,Creado,-
1212816,SPD,27/09/2020 23:00,-,2,0,14,320,BESERMX1,Creado,-
1212828,SPD,27/09/2020 23:00,-,1,0,7,38,PAPELERIA PASTOR,Creado,-
1212873,SPD,27/09/2020 23:00,-,1,0,1,12,VENDING2003,Creado,cpg
1212877,SPD,27/09/2020 23:00,-,1,0,3,55,KEO-,Creado,-
1212898,SPD,27/09/2020 23:00,-,1,0,2,7,ALMASOLEDADVILLANUEVAGARCA,Cancelado,-
1212945,SPD,27/09/2020 23:00,-,4,0,10,620,VATISFINELIFEMX,Cancelado,-
1212996,SPD,27/09/2020 23:00,28/09/2020 19:33,2,2,18,168,MONDANA ONLINE,En Stage In,-
1212997,SPD,27/09/2020 23:00,-,1,0,6,27,SUPERFOODSMEXICO,Creado,cpg
