N do IS,Tipo de envio,Fecha y hora agendada,Fecha y hora de llegada,Volumenes declarados,Volumenes recibidos,Codigos ML en IS,Unidades en IS,Vendedor | Origen,Estado del IS,Atributo do IS
1193539,FTL,26/09/2020 09:00,26/09/2020 09:57,5,5,22,109,ENVIARTEMX,Cerrado,-
1195475,FTL,26/09/2020 09:00,-,7,0,13,27,ROMA705552,Cancelado,-
1196005,FTL,26/09/2020 09:00,-,2,0,1,8,BASCULASDELCENTROMEXICO,Creado,-
1196025,FTL,26/09/2020 09:00,26/09/2020 08:36,3,3,63,155,LUSISOL 1,Cerrado,-
1197677,FTL,26/09/2020 09:00,26/09/2020 08:31,7,7,19,51,ROMA705552,En Problem Solver,-
1198649,FTL,26/09/2020 09:00,-,10,0,14,204,MONZÓ,Cancelado,cpg
1198673,FTL,26/09/2020 09:00,26/09/2020 08:50,171,6,19,462,STEELPRO CDMX,Cerrado,cpg
1198790,FTL,26/09/2020 09:00,26/09/2020 09:07,23,23,36,403,CYBERCAN2,Cerrado,cpg
1199206,FTL,26/09/2020 09:00,26/09/2020 08:10,15,14,6,49,GABB MEXICO,Cerrado,cpg
1200231,FTL,26/09/2020 09:00,26/09/2020 08:39,1,1,2,24,MICAELASALE2020,Cerrado,-
1200263,FTL,26/09/2020 09:00,26/09/2020 08:52,10,10,178,401,LIBRERÍA ELENSAYO,Cerrado,-
1205791,Proveedor,26/09/2020 09:00,25/09/2020 17:21,1,1,2,600,LIBREMERCADOCE,Cerrado,-
1207873,FTL,26/09/2020 09:00,26/09/2020 08:51,3,3,5,41,PYROSHOP FB,En INP,-
1211042,FTL,26/09/2020 09:00,26/09/2020 09:21,1,1,18,18,GIRANDOLA THESALUD,Cerrado,-
1211392,FTL,26/09/2020 09:00,26/09/2020 08:48,11,11,21,177,SHOPPING.CHIC,Cerrado,-
1211434,FTL,26/09/2020 09:00,26/09/2020 08:53,6,6,26,178,GIFTS SHOP,Cerrado,cpg
1211494,FTL,26/09/2020 09:00,26/09/2020 08:48,26,26,56,289,CHIKIS-TRIKIS-LANDIA,Cerrado,-
1083802,FTL,26/09/2020 10:00,26/09/2020 09:52,8,7,28,505,COMERCIALIZADORA CRACKEN,Cerrado,cpg
1105847,FTL,26/09/2020 10:00,26/09/2020 12:24,1,1,35,190,APPLEBOXMEXICO,Cerrado,-
1107088,FTL,26/09/2020 10:00,-,2,0,2,500,LUCHOSCORP,Creado,-
1120742,FTL,26/09/2020 10:00,26/09/2020 09:44,17,1,11,273,FABRICA MARCOSCATEDRAL,Cerrado,-
1124216,FTL,26/09/2020 10:00,26/09/2020 09:46,0,40,268,1804,GRUPOIPAG,En Problem Solver,-
1136900,FTL,26/09/2020 10:00,26/09/2020 10:36,32,31,165,1759,J.H. COMPANY,Cerrado,cpg
1141578,FTL,26/09/2020 10:00,26/09/2020 10:46,16,16,216,930,MANDALIBRE_MX,En Problem Solver,-
1144873,FTL,26/09/2020 10:00,26/09/2020 09:46,2,2,20,115,ASISTENTE CELULAR,Cerrado,-
1144903,FTL,26/09/2020 10:00,26/09/2020 09:46,2,2,34,320,TECNOMON ONLINE,Cerrado,-
1146399,FTL,26/09/2020 10:00,26/09/2020 09:29,17,17,17,391,CLICMANIA.COM,Cerrado,cpg
1158805,FTL,26/09/2020 10:00,26/09/2020 10:08,23,23,21,129,OLISPORTS,Cerrado,-
1182896,FTL,26/09/2020 10:00,26/09/2020 10:39,333,1,2,80,CECOM84,Cerrado,-
1188631,FTL,26/09/2020 10:00,26/09/2020 09:29,3,3,32,46,24X7_ONLINE,Cerrado,-
1199189,FTL,26/09/2020 10:00,26/09/2020 12:24,1,1,18,57,APPLEBOXMEXICO,Cerrado,-
1203457,FTL,26/09/2020 10:00,26/09/2020 12:24,1,1,52,222,APPLEBOXMEXICO,Cerrado,-
1208266,FTL,26/09/2020 10:00,26/09/2020 11:01,1,1,7,86,OPPS_JEANS,Cerrado,-
1211296,FTL,26/09/2020 10:00,26/09/2020 08:42,1,1,18,55,LOJO5611056,Cerrado,-
1211767,FTL,26/09/2020 10:00,26/09/2020 10:11,1,1,1,11,GRA_VAZQUEZHERRERA,Cerrado,-
1212755,FTL,26/09/2020 10:00,26/09/2020 09:45,7,7,28,519,CARLITTLE 22,Cerrado,-
1116537,FTL,26/09/2020 11:00,-,20,0,2,158,MEJU3400840,Creado,-
1140286,FTL,26/09/2020 11:00,26/09/2020 09:29,31,8,49,837,IMPORTEEK,Cerrado,-
1158951,Proveedor,26/09/2020 11:00,26/09/2020 12:09,22,26,10,284,MIAOMIAO,Cerrado,-
1170006,FTL,26/09/2020 11:00,26/09/2020 12:15,2,2,27,172,IMARTINEZ5908,Cerrado,-
1180221,FTL,26/09/2020 11:00,26/09/2020 12:01,5,5,22,150,CARYLCABRERA,Cerrado,-
1182108,FTL,26/09/2020 11:00,26/09/2020 09:29,17,18,56,858,24X7_ONLINE,Cerrado,cpg
1182587,FTL,26/09/2020 11:00,26/09/2020 11:26,7,7,1,420,MI3088941,Cerrado,-
1183283,FTL,26/09/2020 11:00,26/09/2020 10:46,22,9,1,220,UNIVERSO HOMI,Cerrado,-
1184823,FTL,26/09/2020 11:00,21/09/2020 16:10,1,1,5,100,PIVA2874720,Cerrado,-
1185491,FTL,26/09/2020 11:00,26/09/2020 11:12,32,27,14,82,FIERCE MX,Cerrado,-
1186913,FTL,26/09/2020 11:00,26/09/2020 07:16,6,6,96,1934,SLIM_COMPANY,Cerrado,-
1188199,FTL,26/09/2020 11:00,26/09/2020 11:22,10,10,13,65,TOMMY771003,En Problem Solver,-
1189015,FTL,26/09/2020 11:00,26/09/2020 13:18,38,32,35,67,COMERCIALIZADORA VICA,En Problem Solver,-
1190186,FTL,26/09/2020 11:00,26/09/2020 13:18,23,9,21,23,COMERCIALIZADORA VICA,En Stage In,-
1193326,FTL,26/09/2020 11:00,26/09/2020 10:16,67,50,6,67,FERRETERIALALIBRA,Cerrado,-
1195260,FTL,26/09/2020 11:00,26/09/2020 10:58,47,47,4,47,FERRETERIALALIBRA,Cerrado,-
1201271,Proveedor,26/09/2020 11:00,26/09/2020 13:23,17,1,35,109,REFA123.MX,Cerrado,-
1209239,FTL,26/09/2020 11:00,26/09/2020 13:36,1,2,1,40,SIX-ONE.COM.MX,Cerrado,-
1210872,FTL,26/09/2020 11:00,25/09/2020 19:45,1,1,1,250,ZIQIDENG,Cerrado,-
1211099,FTL,26/09/2020 11:00,26/09/2020 11:21,6,6,3,530,FUZITEK,Cerrado,-
1211465,Proveedor,26/09/2020 11:00,26/09/2020 13:23,16,1,3,96,REFA123.MX,Cerrado,-
1212909,FTL,26/09/2020 11:00,26/09/2020 09:57,4,4,1,400,SOPHIASHOP123,Cerrado,-
1213237,FTL,26/09/2020 11:00,28/09/2020 04:23,1,1,1,34,MI3088941,Cerrado,-
1110183,FTL,26/09/2020 12:00,26/09/2020 12:51,48,1,27,129,FERREKASA,Cerrado,-
1133570,FTL,26/09/2020 12:00,26/09/2020 13:26,30,11,97,350,CONSUELOSHOP,Cerrado,-
1137944,FTL,26/09/2020 12:00,26/09/2020 15:02,109,108,31,3210,LOG-ON MEXICO,En INP,cpg
1173769,FTL,26/09/2020 12:00,25/09/2020 19:45,1,1,20,286,CRIC7490805,Cerrado,-
1179716,FTL,26/09/2020 12:00,26/09/2020 12:09,64,71,22,660,ZWMEXICO,Cerrado,-
1184401,FTL,26/09/2020 12:00,26/09/2020 14:42,3,3,80,1643,RANTEC ELECTRONICS,Cerrado,-
1184422,FTL,26/09/2020 12:00,26/09/2020 13:05,12,11,27,415,MEXMART_ML,Cerrado,-
1186439,FTL,26/09/2020 12:00,26/09/2020 15:02,65,65,25,3610,LOG-ON MEXICO,Cerrado,-
1190363,FTL,26/09/2020 12:00,26/09/2020 13:18,13,13,22,17,COMERCIALIZADORA VICA,Cerrado,-
1196135,FTL,26/09/2020 12:00,26/09/2020 07:08,5,11,47,189,MEXICOGADGETS_,Cerrado,-
1198601,FTL,26/09/2020 12:00,26/09/2020 12:38,13,13,10,1205,BLEU SOLUTIONS,Cerrado,-
1198831,FTL,26/09/2020 12:00,22/09/2020 16:30,4,3,6,240,JAZ3210,Cerrado,-
1199145,FTL,26/09/2020 12:00,26/09/2020 08:10,10,5,13,227,KARAR-PUNTO-COM-PUNTO-MX,Cerrado,-
1200126,FTL,26/09/2020 12:00,26/09/2020 09:57,6,6,1,154,TECNOVACION,Cerrado,-
1200664,FTL,26/09/2020 12:00,26/09/2020 12:56,1,1,4,25,RACO981519,Cerrado,-
1201167,FTL,26/09/2020 12:00,26/09/2020 09:57,4,4,3,123,EASYTAO,Cerrado,-
1203724,FTL,26/09/2020 12:00,26/09/2020 14:41,8,7,10,211,GCA05,Cerrado,-
1205705,FTL,26/09/2020 12:00,26/09/2020 08:52,7,7,3,143,TIENDA CHIN,Cerrado,-
1207417,FTL,26/09/2020 12:00,26/09/2020 14:29,5,5,96,100,LILIANABELTRAN,En Problem Solver,-
1210046,FTL,26/09/2020 12:00,26/09/2020 09:57,1,5,5,36,EASYTAO,Cerrado,-
1211499,FTL,26/09/2020 12:00,26/09/2020 13:18,12,12,12,16,COMERCIALIZADORA VICA,Cerrado,-
1211946,FTL,26/09/2020 12:00,25/09/2020 19:45,4,4,2,53,JOSE BALCON,Cerrado,-
1211952,FTL,26/09/2020 12:00,25/09/2020 19:45,1,1,9,25,JOSE BALCON,Cerrado,-
1211960,FTL,26/09/2020 12:00,25/09/2020 19:45,1,1,5,2,JOSE BALCON,Cerrado,-
1213297,FTL,26/09/2020 12:00,26/09/2020 13:47,4,4,1,4,SIHU5302457,Cerrado,cpg
962356,FTL,26/09/2020 13:00,26/09/2020 13:43,6,6,73,374,TIENDA__OFICIAL,En Put away,-
1064809,FTL,26/09/2020 13:00,26/09/2020 13:40,4,4,26,258,KOSMIC.PARTY,Cerrado,-
1173913,FTL,26/09/2020 13:00,-,9,0,1,8,MISONLO,Creado,-
1176165,FTL,26/09/2020 13:00,-,15,0,4,45,ALMASOLEDADVILLANUEVAGARCA,Cancelado,-
1177520,FTL,26/09/2020 13:00,26/09/2020 14:41,56,56,77,1923,XRM05,Cerrado,-
1182230,FTL,26/09/2020 13:00,26/09/2020 13:41,3,3,14,144,VENIZZA SHOP,Cerrado,-
1183288,FTL,26/09/2020 13:00,26/09/2020 14:30,22,22,2,220,UNIVERSO HOMI,Cerrado,-
1184575,FTL,26/09/2020 13:00,26/09/2020 14:51,1,1,1,100,JM IMPORTACION,Cerrado,-
1184627,FTL,26/09/2020 13:00,26/09/2020 14:36,16,16,13,236,GUMA EXHIBIDORES,Cerrado,-
1195593,FTL,26/09/2020 13:00,26/09/2020 15:09,0,5,367,751,ENFUNDADOS,Cerrado,-
1198690,FTL,26/09/2020 13:00,24/09/2020 17:49,3,5,19,12,SABELA.MX,Cerrado,cpg
1199487,FTL,26/09/2020 13:00,26/09/2020 14:28,10,10,173,1044,FERRECAPITAL,En Problem Solver,cpg
1201317,FTL,26/09/2020 13:00,26/09/2020 15:38,6,4,1,16,FACIOEDGAR,Cerrado,-
1205362,FTL,26/09/2020 13:00,26/09/2020 15:12,7,7,15,199,VIRLAND,Cerrado,-
1206463,FTL,26/09/2020 13:00,26/09/2020 16:29,3,3,5,137,TITI756872,Cerrado,-
1208599,FTL,26/09/2020 13:00,25/09/2020 19:45,1,1,4,8,ROAL4827315,Cerrado,-
1209615,FTL,26/09/2020 13:00,26/09/2020 15:08,2,2,32,66,BOLNEYTRONICS,En Problem Solver,-
1211241,FTL,26/09/2020 13:00,26/09/2020 15:18,250,136,62,511,GOLVIX,En Problem Solver,cpg
1211931,FTL,26/09/2020 13:00,25/09/2020 19:45,1,1,4,40,POLLITO DIABLO,Cerrado,-
1211964,FTL,26/09/2020 13:00,25/09/2020 19:45,1,1,7,7,JOSE BALCON,Cerrado,-
1213479,FTL,26/09/2020 13:00,26/09/2020 14:51,1,1,2,2,JM EQUIPO_TACTICO,Cerrado,-
1213562,FTL,26/09/2020 13:00,26/09/2020 07:33,2,2,1,2,MOMO5353077,Cerrado,-
1123560,FTL,26/09/2020 14:00,25/09/2020 19:45,2,2,19,13,LIYO5341511,Cerrado,-
1131902,FTL,26/09/2020 14:00,24/09/2020 17:49,4,4,7,40,MUSICKID.FENG,Cerrado,-
1161086,FTL,26/09/2020 14:00,25/09/2020 19:45,1,1,14,275,THE9SHOP.MX,Cerrado,-
1173747,FTL,26/09/2020 14:00,25/09/2020 19:45,1,1,17,255,CRIC7490805,Cerrado,-
1176657,Proveedor,26/09/2020 14:00,26/09/2020 15:19,7,7,91,1071,NETONBOX,En Problem Solver,-
1183153,Proveedor,26/09/2020 14:00,-,1,0,1,1,ROAL4827315,Cancelado,-
1186935,FTL,26/09/2020 14:00,26/09/2020 07:16,24,24,40,1621,SLIM_COMPANY,En Problem Solver,-
1186941,FTL,26/09/2020 14:00,26/09/2020 07:16,13,13,86,1639,SLIM_COMPANY,Cerrado,cpg
1196063,FTL,26/09/2020 14:00,23/09/2020 16:53,1,1,1,100,KATEFENG,Cerrado,-
1196092,FTL,26/09/2020 14:00,22/09/2020 16:14,1,1,9,165,HERMOSAROSAS,Cerrado,-
1197114,FTL,26/09/2020 14:00,26/09/2020 15:18,3,3,6,40,GAPCELMX,Cerrado,-
1198768,FTL,26/09/2020 14:00,26/09/2020 15:04,50,78,5,90,INNOBEAT123.MEX,Cerrado,-
1199114,FTL,26/09/2020 14:00,26/09/2020 15:30,11,11,27,341,GRUPOAGPROMOS,Cerrado,-
1200338,FTL,26/09/2020 14:00,26/09/2020 15:18,14,13,34,666,CELMEX WANG,En Problem Solver,-
1202552,FTL,26/09/2020 14:00,26/09/2020 15:18,1,1,2,10,GAPCELMX,Cerrado,-
1204621,FTL,26/09/2020 14:00,26/09/2020 14:51,305,13,3,310,PASIONMEXCHNTOURPASIONMEXCH,Cerrado,-
1208533,FTL,26/09/2020 14:00,25/09/2020 19:45,2,2,21,21,BEAP3650059,Cerrado,-
1210065,FTL,26/09/2020 14:00,26/09/2020 09:57,1,9,1,310,EASYTAO,Cerrado,-
1210471,FTL,26/09/2020 14:00,26/09/2020 07:06,40,19,27,332,MONZÓ,Cerrado,cpg
1210693,FTL,26/09/2020 14:00,25/09/2020 19:45,2,2,1,80,PIVA2874720,Cerrado,-
1213844,FTL,26/09/2020 14:00,26/09/2020 15:46,4,7,7,1,POLIKE-STORE,Cerrado,-
843541,FTL,26/09/2020 15:00,26/09/2020 09:29,7,7,7,159,CLICMANIA.COM,Cerrado,cpg
972096,SPD,26/09/2020 15:00,26/09/2020 19:34,4,4,20,207,APEXACMEMX1,Cerrado,-
999416,FTL,26/09/2020 15:00,-,1,0,2,500,LUCHOSCORP,Creado,-
1154973,FTL,26/09/2020 15:00,26/09/2020 16:10,1,1,2,183,KARSTCAVE MARCA,Cerrado,-
1182416,FTL,26/09/2020 15:00,26/09/2020 16:03,100,54,18,186,COMPRANATORMX,Cerrado,-
1182712,FTL,26/09/2020 15:00,26/09/2020 15:50,120,92,17,416,CIRCULOWOMAN,Cerrado,cpg
1184576,FTL,26/09/2020 15:00,25/09/2020 19:45,4,1,7,40,MUSICKID.FENG,Cerrado,-
1184617,FTL,26/09/2020 15:00,26/09/2020 07:23,5,5,17,155,COVITEC OFICIAL,Cerrado,-
1185440,FTL,26/09/2020 15:00,26/09/2020 16:14,15,15,232,1924,TECHHOUSE TALLERDETECNOLOGIA,Cerrado,-
1188874,FTL,26/09/2020 15:00,26/09/2020 07:49,6,8,82,1884,DIP MECATRONICA,Cerrado,-
1193057,FTL,26/09/2020 15:00,26/09/2020 15:24,72,69,49,1846,JOYAL ONLINE,Cerrado,-
1193170,FTL,26/09/2020 15:00,26/09/2020 15:28,80,205,23,412,ELECTRONICS.MEXICO,Cerrado,-
1195862,FTL,26/09/2020 15:00,26/09/2020 15:57,10,10,37,332,ELMEXICANITO.COM.MX,Cerrado,cpg
1200246,FTL,26/09/2020 15:00,26/09/2020 15:24,2,4,24,1973,LAPTOPMEXICO,Cerrado,cpg
1200346,FTL,26/09/2020 15:00,26/09/2020 15:53,72,45,58,902,BODY PERFORMANCE,En Problem Solver,-
1200413,FTL,26/09/2020 15:00,26/09/2020 15:19,2,2,309,665,ATTI FUNDA,En Problem Solver,-
1206570,FTL,26/09/2020 15:00,26/09/2020 15:36,47,47,28,599,DISFRUTO NUTS,En Problem Solver,cpg
1207857,FTL,26/09/2020 15:00,26/09/2020 15:58,10,10,57,445,AF2 JEANS,En Problem Solver,-
1207970,FTL,26/09/2020 15:00,24/09/2020 17:49,1,1,4,17,FLORES BONITA,Cerrado,-
1208018,FTL,26/09/2020 15:00,24/09/2020 17:49,1,1,6,70,POPPY-PIG,Cerrado,-
1208657,FTL,26/09/2020 15:00,26/09/2020 15:58,9,9,30,504,AF2 JEANS,Cerrado,-
1208934,FTL,26/09/2020 15:00,26/09/2020 17:01,120,151,38,500,MERCOSUPERMERCADO,En Put away,cpg
1210164,FTL,26/09/2020 15:00,-,4,0,12,231,CARLITTLE 22,Cancelado,-
1210694,FTL,26/09/2020 15:00,26/09/2020 17:11,4,13,31,210,KAYRA.OFICIAL,En Problem Solver,-
1211373,FTL,26/09/2020 15:00,26/09/2020 15:37,333,63,2,100,CECOM84,En Problem Solver,-
1211458,FTL,26/09/2020 15:00,25/09/2020 19:45,1,1,2,10,KATEFENG,Cerrado,-
1084996,FTL,26/09/2020 16:00,26/09/2020 16:40,5,12,5,10,JAMES.MX,Cerrado,-
1085050,FTL,26/09/2020 16:00,26/09/2020 16:40,19,19,6,275,SABELA.MX,En Problem Solver,-
1085057,FTL,26/09/2020 16:00,26/09/2020 16:40,27,27,16,526,AHER.MX,Cerrado,-
1116338,FTL,26/09/2020 16:00,-,60,0,2,270,2CLICMX,Creado,-
1121298,FTL,26/09/2020 16:00,26/09/2020 17:16,4,4,17,73,GABE4249538,En Problem Solver,cpg
1133805,FTL,26/09/2020 16:00,26/09/2020 16:03,1,12,36,36,ZENYU VENTAS,Cerrado,-
1138355,FTL,26/09/2020 16:00,-,2,0,25,500,GAMECENTER DISTRIBUTION,Creado,-
1154646,FTL,26/09/2020 16:00,26/09/2020 16:33,2,2,2,140,AIMEEANN,Cerrado,-
1157516,FTL,26/09/2020 16:00,-,10,0,3,545,MELI 0509,Cancelado,-
1163706,FTL,26/09/2020 16:00,26/09/2020 16:21,20,13,17,264,ZIMO STORE,Cerrado,cpg
1165541,FTL,26/09/2020 16:00,26/09/2020 16:03,21,20,112,103,ZENYU VENTAS,En Problem Solver,cpg
1172268,FTL,26/09/2020 16:00,26/09/2020 16:41,3,3,5,50,MICANVI SOLUTIONS,Cerrado,-
1182573,FTL,26/09/2020 16:00,26/09/2020 16:13,9,9,3,42,BAIS8009295,Cerrado,-
1183292,FTL,26/09/2020 16:00,26/09/2020 16:16,22,22,2,140,UNIVERSO HOMI,Cerrado,-
1184845,FTL,26/09/2020 16:00,21/09/2020 16:10,2,2,5,74,UTA.MX,Cerrado,-
1186266,FTL,26/09/2020 16:00,26/09/2020 16:49,22,6,32,772,IBUSHAK OFICIALES,En Problem Solver,-
1186308,FTL,26/09/2020 16:00,26/09/2020 16:22,70,56,29,286,TIENDA TRIPLE-JC,En Problem Solver,-
1190371,FTL,26/09/2020 16:00,26/09/2020 16:33,6,6,23,331,YIHUANSU,Cerrado,-
1193637,FTL,26/09/2020 16:00,22/09/2020 16:14,2,2,2,411,AELP.MX,Cerrado,-
1193643,FTL,26/09/2020 16:00,22/09/2020 16:14,2,2,1,50,PIVA2874720,Cerrado,-
1195630,FTL,26/09/2020 16:00,26/09/2020 16:41,0,15,751,638,HOME.AND.ELECTRONICS,En Problem Solver,-
1198419,FTL,26/09/2020 16:00,26/09/2020 16:41,107,108,29,108,JOY PET,En Problem Solver,cpg
1198832,FTL,26/09/2020 16:00,26/09/2020 16:05,5,5,25,164,SWISSJUSTY,Cerrado,cpg
1198891,FTL,26/09/2020 16:00,23/09/2020 16:53,1,1,2,39,CONTINUARLOUIS,Cerrado,-
1198900,FTL,26/09/2020 16:00,26/09/2020 16:02,1,1,7,50,SWISSJUSTM,Cerrado,cpg
1198960,Proveedor,26/09/2020 16:00,26/09/2020 18:09,85,85,4,85,MIGUELANGELBRISEORUBIO,Cerrado,-
1199048,FTL,26/09/2020 16:00,26/09/2020 16:19,25,38,2,634,THEDEALSSTORE,En INP,-
1199126,FTL,26/09/2020 16:00,23/09/2020 16:53,1,1,2,500,IBARRAFUEGO,Cerrado,-
1200029,FTL,26/09/2020 16:00,23/09/2020 16:53,1,1,2,250,FLRO2762574,Cerrado,-
1201056,FTL,26/09/2020 16:00,26/09/2020 16:29,10,10,31,474,IRINEOANTONIOMARTINEZ,En Problem Solver,-
1204240,FTL,26/09/2020 16:00,26/09/2020 16:05,6,6,78,180,PEREZRODRIGUEZEMMANUEL,Cerrado,-
1205084,FTL,26/09/2020 16:00,26/09/2020 16:30,3,3,11,318,BLUEMOON BEAUTY,Cerrado,-
1205463,FTL,26/09/2020 16:00,25/09/2020 19:45,1,1,24,292,JOVANNY CCDY,En Problem Solver,-
1208502,FTL,26/09/2020 16:00,24/09/2020 17:49,1,1,1,10,ALDONSANCHEZ,Cerrado,-
1208880,FTL,26/09/2020 16:00,26/09/2020 16:03,30,28,38,176,ZENYU VENTAS,En Problem Solver,-
1208908,FTL,26/09/2020 16:00,25/09/2020 19:45,2,1,3,750,OSCARICOTOSANTO,Cerrado,-
1209085,FTL,26/09/2020 16:00,24/09/2020 17:49,2,2,3,57,REMON.MX,Cerrado,-
1209202,FTL,26/09/2020 16:00,26/09/2020 16:44,5,6,6,60,SOLUCIONESVPN,Cerrado,-
1209269,FTL,26/09/2020 16:00,24/09/2020 17:49,1,1,1,10,BOBOWYW,Cerrado,-
1209295,FTL,26/09/2020 16:00,24/09/2020 17:49,1,1,1,250,UTA.MX,Cerrado,-
1209387,FTL,26/09/2020 16:00,24/09/2020 17:49,1,1,1,250,REMON.MX,Cerrado,-
1210392,FTL,26/09/2020 16:00,-,1,0,4,70,CARLITTLE 22,Cancelado,-
1210599,FTL,26/09/2020 16:00,-,2,0,11,189,CARLITTLE 22,Cancelado,-
1210615,FTL,26/09/2020 16:00,25/09/2020 19:45,1,1,5,155,JINGTUFENG,Cerrado,-
1210668,FTL,26/09/2020 16:00,25/09/2020 19:45,2,2,1,100,JINGTUFENG,Cerrado,-
1210684,FTL,26/09/2020 16:00,25/09/2020 19:45,1,1,2,500,ALDONSANCHEZ,Cerrado,-
1210703,FTL,26/09/2020 16:00,26/09/2020 17:11,22,15,49,486,ELISAELINLEONVALENCIA,En Problem Solver,-
1210705,FTL,26/09/2020 16:00,25/09/2020 19:45,1,1,5,259,PIVA2874720,Cerrado,-
1210773,FTL,26/09/2020 16:00,26/09/2020 17:11,5,5,19,117,LIÓN OFICIAL,Cerrado,cpg
1210780,FTL,26/09/2020 16:00,26/09/2020 17:11,6,7,41,199,MELI 0509,En Problem Solver,cpg
1211054,FTL,26/09/2020 16:00,26/09/2020 16:11,10,10,1,7,ARMATUKIT.COM,Cerrado,-
1211452,Proveedor,26/09/2020 16:00,-,1,0,1,1,ROAL4827315,Cancelado,-
1211663,FTL,26/09/2020 16:00,26/09/2020 16:24,23,24,39,169,ENTRETENIMIENTO CREATIVO,Cerrado,-
1211890,FTL,26/09/2020 16:00,26/09/2020 16:41,1,5,11,77,GAJE6186037,Cerrado,-
1212064,FTL,26/09/2020 16:00,26/09/2020 09:57,2,2,2,43,EASYTAO,Cerrado,-
1212928,FTL,26/09/2020 16:00,26/09/2020 09:57,1,1,1,60,SOPHIASHOP123,Cerrado,-
1213327,FTL,26/09/2020 16:00,25/09/2020 19:45,10,9,21,8,CHIC.MX,Cerrado,-
1213413,FTL,26/09/2020 16:00,25/09/2020 19:45,13,13,8,7,AHER.MX,Cerrado,-
1213935,FTL,26/09/2020 16:00,25/09/2020 19:45,1,1,1,10,ZIQIDENG,Cerrado,-
1214259,FTL,26/09/2020 16:00,25/09/2020 19:45,1,1,1,10,BOBOWYW,Cerrado,-
1214421,FTL,26/09/2020 16:00,25/09/2020 19:45,14,14,1,18,DILIREBA,Cerrado,-
1002872,SPD,26/09/2020 23:00,-,33,0,3,650,MXTECHVIDAML,Creado,-
1007211,SPD,26/09/2020 23:00,-,20,0,1,200,MTQLDMX,Creado,-
1027362,SPD,26/09/2020 23:00,-,150,0,1,1500,MXTECHVIDAML,Creado,-
1045441,SPD,26/09/2020 23:00,-,1,0,2,25,MXLUCKYSTARS,Creado,-
1051753,SPD,26/09/2020 23:00,-,4,0,2,35,MXLUCKYSTARS,Creado,-
1056227,SPD,26/09/2020 23:00,-,76,0,2,608,ZELANYMX,Creado,-
1060808,SPD,26/09/2020 23:00,-,5,0,6,48,MXLUCKYSTARS,Creado,-
1089277,SPD,26/09/2020 23:00,28/09/2020 10:41,1,1,27,41,PAULGI_LENCERIA,Cerrado,-
1090481,SPD,26/09/2020 23:00,-,76,0,2,608,ZELANYMX,Creado,-
1100312,SPD,26/09/2020 23:00,28/09/2020 15:42,5,5,4,260,ZHANGHUIMX1,En Problem Solver,-
1105029,SPD,26/09/2020 23:00,28/09/2020 15:42,5,5,5,307,HOMEDOMMX1,Cerrado,-
1137874,SPD,26/09/2020 23:00,28/09/2020 10:41,2,2,6,29,ZARI7411204,Cerrado,cpg
1139204,SPD,26/09/2020 23:00,-,1,0,5,164,BIGBIRDNETMX1,Creado,-
1144222,SPD,26/09/2020 23:00,-,1,0,3,105,FOSHANJIAPAI2020MX,Creado,-
1144762,SPD,26/09/2020 23:00,-,1,0,9,175,YUEYIMALLMX1,Creado,-
1144997,SPD,26/09/2020 23:00,-,1,0,19,51,WILDENERGYSPORTS,Creado,-
1149384,SPD,26/09/2020 23:00,-,1,0,6,71,ROSA7607486,Creado,-
1155107,SPD,26/09/2020 23:00,-,14,0,4,240,MXCJCMALL,Creado,-
1159244,SPD,26/09/2020 23:00,-,2,0,10,105,BUYINCOINMX1,Creado,-
1159660,SPD,26/09/2020 23:00,26/09/2020 12:50,300,17,83,4642,BOZA 2008,En Problem Solver,cpg
1172661,SPD,26/09/2020 23:00,26/09/2020 09:27,1,1,48,137,CATWALDMX,Cerrado,cpg
1173620,SPD,26/09/2020 23:00,-,2,0,1,99,EXPTOLIIDIRECTMX1,Creado,-
1173851,SPD,26/09/2020 23:00,-,3,0,10,898,VNGUKSMX1,Creado,-
1173959,SPD,26/09/2020 23:00,-,6,0,4,240,VELOCIDADMX,Creado,-
1178120,SPD,26/09/2020 23:00,-,1,0,10,225,SENTOLLAMX1,Creado,-
1182926,SPD,26/09/2020 23:00,-,11,0,15,1981,COWALKERSMX,Creado,-
1185807,SPD,26/09/2020 23:00,26/09/2020 11:47,5,4,25,173,MERCADOJUEGOMX,En Problem Solver,-
1186431,SPD,26/09/2020 23:00,28/09/2020 10:41,6,5,19,318,ARMADURAS MEDIEVALES,Cerrado,-
1186667,SPD,26/09/2020 23:00,-,318,0,1,318,AMANI MÉXICO.,Creado,-
1186725,SPD,26/09/2020 23:00,-,2,0,1,133,AMANI MÉXICO.,Creado,-
1186740,SPD,26/09/2020 23:00,-,1,0,1,57,AMANI MÉXICO.,Creado,-
1186832,SPD,26/09/2020 23:00,26/09/2020 11:47,1,1,13,149,TRICHE BOUTIQUE,Cerrado,-
1186859,SPD,26/09/2020 23:00,26/09/2020 11:47,1,1,20,140,TRICHE BOUTIQUE,Cerrado,-
1187179,SPD,26/09/2020 23:00,-,2,0,2,40,TOPTECKMX1,Creado,-
1187252,SPD,26/09/2020 23:00,-,2,0,30,415,ZY-TECHMX1,Creado,-
1187316,SPD,26/09/2020 23:00,-,3,0,2,60,MXSU5865801,Creado,-
